work_id,demo_anonymous_id,sanction_date,completion_date,work_status,days_since_sanction,delay_type,delay_score,delay_flag,delay_explanation
WS/MP18124/2025-2026/162319,ND-WRK-0866,2025-01-07,,Vendor Identification,609,open_work_age,85,True,No completion date is present and the work has been on record for 609 days since sanction. Current workflow status: Vendor Identification.
WS/MP18124/2025-2026/161241,ND-WRK-0864,2025-01-07,,Vendor Identification,609,open_work_age,85,True,No completion date is present and the work has been on record for 609 days since sanction. Current workflow status: Vendor Identification.
WS/MP18124/2025-2026/162339,ND-WRK-0869,2025-01-12,,Vendor Identification,604,open_work_age,85,True,No completion date is present and the work has been on record for 604 days since sanction. Current workflow status: Vendor Identification.
WS/MP18124/2025-2026/162323,ND-WRK-0867,2025-01-07,,Vendor Identification,609,open_work_age,85,True,No completion date is present and the work has been on record for 609 days since sanction. Current workflow status: Vendor Identification.
WS/MP18120/2025-2026/192247,ND-WRK-0733,2025-03-11,,Physical Inspection,546,open_work_age,85,True,No completion date is present and the work has been on record for 546 days since sanction. Current workflow status: Physical Inspection.
WS/MP18122/2025-2026/175369,ND-WRK-0810,2025-02-12,,Physical Inspection,573,open_work_age,85,True,No completion date is present and the work has been on record for 573 days since sanction. Current workflow status: Physical Inspection.
WS/MP18117/2025-2026/166253,ND-WRK-0540,2025-02-12,,Physical Inspection,573,open_work_age,85,True,No completion date is present and the work has been on record for 573 days since sanction. Current workflow status: Physical Inspection.
WS/MP18118/2025-2026/160495,ND-WRK-0572,2025-03-09,,Vendor Identification,548,open_work_age,85,True,No completion date is present and the work has been on record for 548 days since sanction. Current workflow status: Vendor Identification.
WS/MP18117/2025-2026/166251,ND-WRK-0539,2025-02-12,,Physical Inspection,573,open_work_age,85,True,No completion date is present and the work has been on record for 573 days since sanction. Current workflow status: Physical Inspection.
WS/MP18116/2025-2026/192284,ND-WRK-0430,2025-01-12,,Physical Inspection,604,open_work_age,85,True,No completion date is present and the work has been on record for 604 days since sanction. Current workflow status: Physical Inspection.
WS/MP687/2025-2026/243670,ND-WRK-2362,2025-03-11,,Physical Inspection,546,open_work_age,85,True,No completion date is present and the work has been on record for 546 days since sanction. Current workflow status: Physical Inspection.
WS/MP687/2025-2026/182573,ND-WRK-2354,2025-02-06,,Physical Inspection,579,open_work_age,85,True,No completion date is present and the work has been on record for 579 days since sanction. Current workflow status: Physical Inspection.
WS/MP18119/2025-2026/163406,ND-WRK-0667,2025-04-09,2026-12-02,Physical Inspection,602,completed_duration,80,True,Recorded completion occurred 602 days after sanction.
WS/MP681/2024-2025/134804,ND-WRK-2224,2024-03-10,2025-11-04,Physical Inspection,604,completed_duration,80,True,Recorded completion occurred 604 days after sanction.
WS/MP18127/2025-2026/188399,ND-WRK-1181,2025-04-07,2026-11-04,Work Completed,576,completed_duration,80,True,Recorded completion occurred 576 days after sanction.
WS/MP18119/2025-2026/163404,ND-WRK-0666,2025-04-09,,Sanction,517,open_work_age,70,True,No completion date is present and the work has been on record for 517 days since sanction. Current workflow status: Sanction.
WS/MP18280/2025-2026/186931,ND-WRK-1742,2025-08-08,,Sanction,396,open_work_age,70,True,No completion date is present and the work has been on record for 396 days since sanction. Current workflow status: Sanction.
WS/MP18280/2025-2026/186930,ND-WRK-1741,2025-08-08,,Sanction,396,open_work_age,70,True,No completion date is present and the work has been on record for 396 days since sanction. Current workflow status: Sanction.
WS/MP18280/2025-2026/186929,ND-WRK-1740,2025-08-08,,Sanction,396,open_work_age,70,True,No completion date is present and the work has been on record for 396 days since sanction. Current workflow status: Sanction.
WS/MP18323/2025-2026/144115,ND-WRK-1881,2025-04-11,,Physical Inspection,515,open_work_age,70,True,No completion date is present and the work has been on record for 515 days since sanction. Current workflow status: Physical Inspection.
WS/MP18308/2025-2026/145433,ND-WRK-1848,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18308/2025-2026/145420,ND-WRK-1839,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18307/2025-2026/180114,ND-WRK-1803,2025-08-10,,Physical Inspection,394,open_work_age,70,True,No completion date is present and the work has been on record for 394 days since sanction. Current workflow status: Physical Inspection.
WS/MP18280/2025-2026/186984,ND-WRK-1764,2025-08-08,,Sanction,396,open_work_age,70,True,No completion date is present and the work has been on record for 396 days since sanction. Current workflow status: Sanction.
WS/MP18280/2025-2026/186983,ND-WRK-1763,2025-08-08,,Sanction,396,open_work_age,70,True,No completion date is present and the work has been on record for 396 days since sanction. Current workflow status: Sanction.
WS/MP18112/2025-2026/217148,ND-WRK-0236,2025-06-08,,Physical Inspection,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Physical Inspection.
WS/MP18119/2025-2026/163411,ND-WRK-0671,2025-04-09,,Sanction,517,open_work_age,70,True,No completion date is present and the work has been on record for 517 days since sanction. Current workflow status: Sanction.
WS/MP18119/2025-2026/163410,ND-WRK-0670,2025-04-09,,Sanction,517,open_work_age,70,True,No completion date is present and the work has been on record for 517 days since sanction. Current workflow status: Sanction.
WS/MP18280/2025-2026/186982,ND-WRK-1762,2025-08-08,,Sanction,396,open_work_age,70,True,No completion date is present and the work has been on record for 396 days since sanction. Current workflow status: Sanction.
WS/MP18119/2025-2026/163407,ND-WRK-0668,2025-04-09,,Physical Inspection,517,open_work_age,70,True,No completion date is present and the work has been on record for 517 days since sanction. Current workflow status: Physical Inspection.
WS/MP18323/2025-2026/181820,ND-WRK-1903,2025-04-11,,Physical Inspection,515,open_work_age,70,True,No completion date is present and the work has been on record for 515 days since sanction. Current workflow status: Physical Inspection.
WS/MP18116/2025-2026/186747,ND-WRK-0426,2025-04-07,,Work partially Completed,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Work partially Completed.
WS/MP18111/2025-2026/194803,ND-WRK-0102,2025-04-12,,Physical Inspection,514,open_work_age,70,True,No completion date is present and the work has been on record for 514 days since sanction. Current workflow status: Physical Inspection.
WS/MP18116/2025-2026/186744,ND-WRK-0425,2025-04-07,,Work partially Completed,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/186741,ND-WRK-0424,2025-04-07,,Work partially Completed,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Work partially Completed.
WS/MP18118/2025-2026/188289,ND-WRK-0578,2025-04-07,,Sanction,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Sanction.
WS/MP661/2025-2026/147457,ND-WRK-2090,2025-09-05,,Sanction,368,open_work_age,70,True,No completion date is present and the work has been on record for 368 days since sanction. Current workflow status: Sanction.
WS/MP673/2025-2026/145399,ND-WRK-2171,2025-06-10,,Physical Inspection,455,open_work_age,70,True,No completion date is present and the work has been on record for 455 days since sanction. Current workflow status: Physical Inspection.
WS/MP672/2024-2025/172547,ND-WRK-2139,2025-07-02,,Physical Inspection,433,open_work_age,70,True,No completion date is present and the work has been on record for 433 days since sanction. Current workflow status: Physical Inspection.
WS/MP18112/2025-2026/199855,ND-WRK-0214,2025-06-08,,Work partially Completed,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Work partially Completed.
WS/MP18119/2025-2026/163400,ND-WRK-0662,2025-04-09,,Sanction,517,open_work_age,70,True,No completion date is present and the work has been on record for 517 days since sanction. Current workflow status: Sanction.
WS/MP18119/2025-2026/163399,ND-WRK-0661,2025-04-09,,Physical Inspection,517,open_work_age,70,True,No completion date is present and the work has been on record for 517 days since sanction. Current workflow status: Physical Inspection.
WS/MP18119/2025-2026/163397,ND-WRK-0659,2025-04-09,,Sanction,517,open_work_age,70,True,No completion date is present and the work has been on record for 517 days since sanction. Current workflow status: Sanction.
WS/MP18112/2025-2026/189000,ND-WRK-0207,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18112/2025-2026/188618,ND-WRK-0198,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18112/2025-2026/188617,ND-WRK-0197,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18118/2025-2026/188315,ND-WRK-0598,2025-04-07,,Sanction,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Sanction.
WS/MP18112/2025-2026/188608,ND-WRK-0195,2025-06-08,,Work partially Completed,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Work partially Completed.
WS/MP18112/2025-2026/188607,ND-WRK-0194,2025-06-08,,Work Completed,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Work Completed.
WS/MP18118/2025-2026/188306,ND-WRK-0592,2025-04-07,,Work Completed,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Work Completed.
WS/MP18112/2025-2026/188586,ND-WRK-0190,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18112/2025-2026/188585,ND-WRK-0189,2025-06-08,,Work Completed,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Work Completed.
WS/MP18112/2025-2026/188584,ND-WRK-0188,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18118/2025-2026/188300,ND-WRK-0586,2025-04-07,,Physical Inspection,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Physical Inspection.
WS/MP18118/2025-2026/188293,ND-WRK-0582,2025-04-07,,Sanction,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/188290,ND-WRK-0579,2025-04-07,,Sanction,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Sanction.
WS/MP18112/2025-2026/188582,ND-WRK-0187,2025-06-08,,Sanction,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Sanction.
WS/MP18112/2025-2026/177328,ND-WRK-0180,2025-06-08,,Work partially Completed,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Work partially Completed.
WS/MP18112/2025-2026/177326,ND-WRK-0179,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP18111/2025-2026/194806,ND-WRK-0105,2025-04-12,,Work Completed,514,open_work_age,70,True,No completion date is present and the work has been on record for 514 days since sanction. Current workflow status: Work Completed.
WS/MP18112/2025-2026/211417,ND-WRK-0229,2025-06-08,,Vendor Identification,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Vendor Identification.
WS/MP681/2025-2026/163067,ND-WRK-2267,2025-09-05,,Sanction,368,open_work_age,70,True,No completion date is present and the work has been on record for 368 days since sanction. Current workflow status: Sanction.
WS/MP681/2025-2026/161564,ND-WRK-2265,2025-05-08,,Sanction,488,open_work_age,70,True,No completion date is present and the work has been on record for 488 days since sanction. Current workflow status: Sanction.
WS/MP18127/2025-2026/188376,ND-WRK-1165,2025-04-07,,Work partially Completed,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Work partially Completed.
WS/MP18127/2025-2026/188374,ND-WRK-1163,2025-04-07,,Sanction,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Sanction.
WS/MP18127/2025-2026/188371,ND-WRK-1160,2025-04-07,,Work partially Completed,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Work partially Completed.
WS/MP18127/2025-2026/188405,ND-WRK-1185,2025-04-07,,Physical Inspection,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Physical Inspection.
WS/MP681/2024-2025/163044,ND-WRK-2258,2025-06-02,,Sanction,463,open_work_age,70,True,No completion date is present and the work has been on record for 463 days since sanction. Current workflow status: Sanction.
WS/MP18131/2025-2026/193710,ND-WRK-1291,2025-07-05,,Sanction,430,open_work_age,70,True,No completion date is present and the work has been on record for 430 days since sanction. Current workflow status: Sanction.
WS/MP18131/2025-2026/191838,ND-WRK-1290,2025-07-05,,Sanction,430,open_work_age,70,True,No completion date is present and the work has been on record for 430 days since sanction. Current workflow status: Sanction.
WS/MP18131/2025-2026/191837,ND-WRK-1289,2025-07-05,,Sanction,430,open_work_age,70,True,No completion date is present and the work has been on record for 430 days since sanction. Current workflow status: Sanction.
WS/MP18131/2025-2026/191835,ND-WRK-1288,2025-07-05,,Sanction,430,open_work_age,70,True,No completion date is present and the work has been on record for 430 days since sanction. Current workflow status: Sanction.
WS/MP681/2024-2025/144067,ND-WRK-2251,2025-07-01,,Vendor Identification,434,open_work_age,70,True,No completion date is present and the work has been on record for 434 days since sanction. Current workflow status: Vendor Identification.
WS/MP681/2024-2025/144040,ND-WRK-2249,2025-07-01,,Vendor Identification,434,open_work_age,70,True,No completion date is present and the work has been on record for 434 days since sanction. Current workflow status: Vendor Identification.
WS/MP18132/2025-2026/179008,ND-WRK-1370,2025-05-08,,Sanction,488,open_work_age,70,True,No completion date is present and the work has been on record for 488 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/179007,ND-WRK-1369,2025-07-07,,Sanction,428,open_work_age,70,True,No completion date is present and the work has been on record for 428 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/179006,ND-WRK-1368,2025-07-07,,Sanction,428,open_work_age,70,True,No completion date is present and the work has been on record for 428 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/179005,ND-WRK-1367,2025-07-07,,Sanction,428,open_work_age,70,True,No completion date is present and the work has been on record for 428 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/179002,ND-WRK-1364,2025-07-07,,Sanction,428,open_work_age,70,True,No completion date is present and the work has been on record for 428 days since sanction. Current workflow status: Sanction.
WS/MP18112/2025-2026/188591,ND-WRK-0192,2025-06-08,,Work Completed,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Work Completed.
WS/MP18132/2025-2026/174566,ND-WRK-1350,2025-07-07,,Work partially Completed,428,open_work_age,70,True,No completion date is present and the work has been on record for 428 days since sanction. Current workflow status: Work partially Completed.
WS/MP18112/2025-2026/188589,ND-WRK-0191,2025-06-08,,Work Completed,457,open_work_age,70,True,No completion date is present and the work has been on record for 457 days since sanction. Current workflow status: Work Completed.
WS/MP18132/2025-2026/226567,ND-WRK-1416,2025-07-10,,Sanction,425,open_work_age,70,True,No completion date is present and the work has been on record for 425 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/226565,ND-WRK-1414,2025-07-10,,Sanction,425,open_work_age,70,True,No completion date is present and the work has been on record for 425 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/226564,ND-WRK-1413,2025-07-10,,Sanction,425,open_work_age,70,True,No completion date is present and the work has been on record for 425 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/226562,ND-WRK-1411,2025-07-10,,Sanction,425,open_work_age,70,True,No completion date is present and the work has been on record for 425 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/226558,ND-WRK-1407,2025-07-10,,Sanction,425,open_work_age,70,True,No completion date is present and the work has been on record for 425 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/226547,ND-WRK-1398,2025-07-10,,Sanction,425,open_work_age,70,True,No completion date is present and the work has been on record for 425 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/226542,ND-WRK-1393,2025-07-10,,Sanction,425,open_work_age,70,True,No completion date is present and the work has been on record for 425 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/226535,ND-WRK-1387,2025-06-10,,Sanction,455,open_work_age,70,True,No completion date is present and the work has been on record for 455 days since sanction. Current workflow status: Sanction.
WS/MP18132/2025-2026/205459,ND-WRK-1383,2025-06-10,,Work partially Completed,455,open_work_age,70,True,No completion date is present and the work has been on record for 455 days since sanction. Current workflow status: Work partially Completed.
WS/MP685/2025-2026/143374,ND-WRK-2288,2025-07-04,,Physical Inspection,431,open_work_age,70,True,No completion date is present and the work has been on record for 431 days since sanction. Current workflow status: Physical Inspection.
,ND-WRK-4805,2025-06-05,,Work Completed,460,open_work_age,70,True,No completion date is present and the work has been on record for 460 days since sanction. Current workflow status: Work Completed.
,ND-WRK-4803,2025-04-07,,Sanction,519,open_work_age,70,True,No completion date is present and the work has been on record for 519 days since sanction. Current workflow status: Sanction.
,ND-WRK-4802,2025-06-05,,Physical Inspection,460,open_work_age,70,True,No completion date is present and the work has been on record for 460 days since sanction. Current workflow status: Physical Inspection.
WS/MP18132/2025-2026/189851,ND-WRK-1377,2025-07-07,,Sanction,428,open_work_age,70,True,No completion date is present and the work has been on record for 428 days since sanction. Current workflow status: Sanction.
WS/MP18133/2025-2026/164658,ND-WRK-1475,2025-04-04,,Sanction,522,open_work_age,70,True,No completion date is present and the work has been on record for 522 days since sanction. Current workflow status: Sanction.
WS/MP18133/2025-2026/164656,ND-WRK-1474,2025-04-04,,Sanction,522,open_work_age,70,True,No completion date is present and the work has been on record for 522 days since sanction. Current workflow status: Sanction.
WS/MP18136/2025-2026/167490,ND-WRK-1658,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/165242,ND-WRK-1651,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/165241,ND-WRK-1650,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/165240,ND-WRK-1649,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/165206,ND-WRK-1647,2025-09-04,,Vendor Identification,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Vendor Identification.
WS/MP18136/2025-2026/165205,ND-WRK-1646,2025-09-04,,Physical Inspection,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Physical Inspection.
WS/MP18136/2025-2026/180113,ND-WRK-1667,2025-07-05,,Work Completed,430,open_work_age,70,True,No completion date is present and the work has been on record for 430 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/176829,ND-WRK-1663,2025-07-05,,Work Completed,430,open_work_age,70,True,No completion date is present and the work has been on record for 430 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/175623,ND-WRK-1662,2025-07-05,,Sanction,430,open_work_age,70,True,No completion date is present and the work has been on record for 430 days since sanction. Current workflow status: Sanction.
WS/MP18136/2025-2026/167493,ND-WRK-1661,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/167492,ND-WRK-1660,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/167491,ND-WRK-1659,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/167489,ND-WRK-1657,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/167487,ND-WRK-1656,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/165694,ND-WRK-1655,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/165244,ND-WRK-1653,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18136/2025-2026/165243,ND-WRK-1652,2025-09-04,,Work Completed,369,open_work_age,70,True,No completion date is present and the work has been on record for 369 days since sanction. Current workflow status: Work Completed.
WS/MP18280/2025-2026/186981,ND-WRK-1761,2025-08-08,,Sanction,396,open_work_age,70,True,No completion date is present and the work has been on record for 396 days since sanction. Current workflow status: Sanction.
